name,neighborhood,avg_rating,#_of_ratings,avg_cost,cash_cards?,avg_cost_2
Bangla Restaurante,Mouraria,4.0,50,25 € for two people (approx.),Cash and Cards accepted,25
Santa Teresinha,Mem Martins,3.2,0,6 € for two people (approx.),Cash only,6
Pastelaria Bambú,Setubal Centro,3.8,26,8 € for two people (approx.),Cash only,8
D’Villa Cafetaria,Quinta do Conde,3.9,33,8 € for two people (approx.),Cash only,8
Doces da Madalena,Baixa,3.2,1,8 € for two people (approx.),Cash only,8
Com PINTA,Ericeira,4.1,301,25 € for two people (approx.),Cash and Debit Cards accepted,25
República Wine Bar,Torres Vedras Centro,3.7,17,20 € for two people (approx.) with alcohol,Debit Cards accepted,20
Adega do Manel,Baixa,3.6,31,40 € for two people (approx.),Cash and Debit Cards accepted,40
Café Ilda,Charneca de Caparica,-,0,20 € for two people (approx.),Cash only,20
USpot,Algés,4.3,179,12 € for two people (approx.),Cash and Debit Cards accepted,12
O Celeiro da Alameda Cervejaria,Lumiar,3.2,9,25 € for two people (approx.),Cash and Debit Cards accepted,25
Brick,Anjos,4.5,"1,065",16 € for two people (approx.),Cash and Debit Cards accepted,16
Casa Nobre d'Azeitão,Azeitão,3.9,54,30 € for two people (approx.),"Cash, Cards and Meal Coupons accepted",30
A Arte do Pão,São João da Talha,3.5,29,6 € for two people (approx.),Cash and Debit Cards accepted,6
Caçoila,Oeiras e São Julião da Barra,4.1,230,30 € for two people (approx.),Cards only,30
A Ideal,Arroios,4.0,128,20 € for two people (approx.),Cash and Cards accepted,20
Cervejaria O Gordo,Torres Vedras Centro,4.0,109,30 € for two people (approx.),Cards only,30
Pampilho,Cascais Centro,-,2,15 € for two people (approx.),Cash and Credit Cards accepted,15
Porteira dos Petiscos,Areeiro,3.3,3,16 € for two people (approx.),Cash only,16
Casota Portuguesa,Marquês de Pombal,3.7,21,15 € for two people (approx.),Cash and Debit Cards accepted,15
Manduca,Costa da Caparica,3.8,29,15 € for two people (approx.) with alcohol,Cards only,15
Grelha do Dany,Prior Velho,3.8,36,25 € for two people (approx.),Cash and Debit Cards accepted,25
Wild Cat,Corroios,3.3,6,20 € for two people (approx.),Cash and Debit Cards accepted,20
First Gallery Snack-Bar,Bobadela,3.5,7,8 € for two people (approx.),Cash only,8
Fruly,Saldanha,3.9,31,9 € for two people (approx.),Cash and Debit Cards accepted,9
Adega Regional de Camarate,Camarate,3.9,28,20 € for two people (approx.),Debit Cards accepted,20
A Charrua,Barreiro Centro,-,0,20 € for two people (approx.),Cash only,20
Noori Sushi,Saldanha,4.0,32,20 € for two people (approx.),Cash only,20
Os Gazeteiros,Alfama,3.9,24,40 € for two people (approx.),Cash and Cards accepted,40
Ponto Come Tagus,Camarate,-,2,16 € for two people (approx.),Cash and Debit Cards accepted,16
Suisse Café,Barreiro Centro,-,0,10 € for two people (approx.),Cash only,10
Pérola do Parque,Marquês de Pombal,3.0,9,8 € for two people (approx.),Cash and Debit Cards accepted,8
BAV  - Associação Bombeiros Voluntários,Alcabideche,3.2,1,12 € for two people (approx.),Cash only,12
Casa da Galé,Colares,2.2,29,40 € for two people (approx.),Cash and Cards accepted,40
C@fé,São Domingos de Benfica,2.9,7,8 € for two people (approx.),Cash only,8
Wine Bar & Terrace - Memmo Alfama Hotel,Alfama,4.3,170,30 € for two people (approx.) with alcohol,Cash and Cards accepted,30
Parada Obrigatória,Parede,-,1,12 € for two people (approx.),Cash only,12
Restaurante O Forno,Vila Franca de Xira Centro,3.8,35,20 € for two people (approx.),Cash and Credit Cards accepted,20
"AlmadaLisboa, Encontros e Sabores",Almada Centro,-,0,25 € for two people (approx.),Cash only,25
Casa Mocambo,Santa Apolónia,3.7,48,20 € for two people (approx.),Cash only,20
Wilson,Milharado,3.7,22,25 € for two people (approx.),Cash only,25
Hua Ta Li,Alfornelos,3.5,42,25 € for two people (approx.),Cash only,25
Conchego do Boi,Bobadela,2.6,81,20 € for two people (approx.),Cash and Debit Cards accepted,20
Tiffosi da Serra,Malveira da Serra,3.4,5,30 € for two people (approx.),Cash and Cards accepted,30
The Food Temple,Mouraria,4.2,404,30 € for two people (approx.),Cash and Debit Cards accepted,30
Boa Esperança,Benfica,4.2,239,20 € for two people (approx.),Cash only,20
Roma Beach Club,Costa da Caparica,3.8,29,30 € for two people (approx.),Cash and Debit Cards accepted,30
O Panteão,Graça,3.3,6,20 € for two people (approx.),Cash and Cards accepted,20
Pecatto,Telheiras,4.1,105,10 € for two people (approx.),Cash and Debit Cards accepted,10
Casa do Leitão Assado,Setubal Centro,3.5,13,30 € for two people (approx.),Cash and Debit Cards accepted,30
A Parreirinha do Duque,Chiado,3.8,114,24 € for two people (approx.),Cash only,24
Tasca do Domingos,Aldeia do Meco,4.0,64,30 € for two people (approx.),Cash only,30
Fome de Leão,Areeiro,3.7,78,30 € for two people (approx.),Cash and Cards accepted,30
A Padeira,Carnaxide,3.2,29,16 € for two people (approx.),Cash and Cards accepted,16
Pizzaria Dolce Vita,Azeitão,3.6,48,25 € for two people (approx.),Cash and Cards accepted,25
Pastelaria Senhora d'Abadia,Póvoa de Santa Iria,3.4,10,6 € for two people (approx.),Cash and Debit Cards accepted,6
Estrela do Arco,Corroios,-,0,20 € for two people (approx.),Cash only,20
Café Snack Bar Triângulo,Alcabideche,3.2,0,16 € for two people (approx.),Cash only,16
Baga-Baga,Carnaxide,3.7,43,30 € for two people (approx.),Cash and Cards accepted,30
Olá Lisboa - Tapas & Petiscos,Santos,3.9,48,14 € for two people (approx.),Cash and Cards accepted,14
Cafetaria Conhecimento,Parque das Nações,-,1,25 € for two people (approx.),Cash only,25
João Brandão,Campo Pequeno,3.2,2,15 € for two people (approx.),Cash and Debit Cards accepted,15
Horácio,Alfama,3.6,19,15 € for two people (approx.),Cash only,15
Café Katia,Mina,3.4,7,6 € for two people (approx.),Cash and Debit Cards accepted,6
O Coradinho,Avenida da Liberdade,3.8,51,22 € for two people (approx.),Cash and Debit Cards accepted,22
Bella Tosta,Costa da Caparica,3.6,11,8 € for two people (approx.),Cash only,8
Kentibom,São João do Estoril,3.3,3,15 € for two people (approx.),Cash and Debit Cards accepted,15
Quiosque do Fonseca,Paço de Arcos,-,0,10 € for two people (approx.),Cash only,10
Treze Urban Caffé,Setubal Centro,3.7,63,6 € for two people (approx.),Cash only,6
Português Café,Amoreiras,2.9,8,8 € for two people (approx.),Cash only,8
Spot do Estoril,Estoril,3.6,12,35 € for two people (approx.),Cash and Cards accepted,35
O Torgo,Benfica,-,3,15 € for two people (approx.),Cash only,15
Caprichos à Solta,Algés,-,0,6 € for two people (approx.),Cash only,6
Tasca Da Pipa,Alvalade,-,1,12 € for two people (approx.),Cash only,12
O Pescador,Cascais Centro,3.8,51,70 € for two people (approx.),Cards only,70
Alma da Terra,Almada Centro,3.5,11,14 € for two people (approx.) with alcohol,Cash only,14
A Boutique,Barreiro Centro,-,3,10 € for two people (approx.),Cash only,10
O Barbas - Catedral,Costa da Caparica,3.8,192,30 € for two people (approx.),Cash only,30
Quiosque da Casa,Benfica,3.1,7,8 € for two people (approx.),Cash only,8
Aladdin Kebab And Pizza House,Mouraria,3.4,5,15 € for two people (approx.),Cash and Cards accepted,15
Colher de Sal,Torres Vedras Centro,-,2,18 € for two people (approx.),Cash only,18
Flôr da Anunciada,Avenida da Liberdade,3.4,2,10 € for two people (approx.),Cash only,10
O Divino,Massamá,3.5,15,15 € for two people (approx.),Cash and Debit Cards accepted,15
Sabores da Praia,Colares,-,0,8 € for two people (approx.),Cash only,8
Pastelaria Tradicional Receita,Vila Franca de Xira Centro,-,2,8 € for two people (approx.),Cash only,8
Welcome Café,Cacém,3.5,11,12 € for two people (approx.),Cash and Debit Cards accepted,12
Aromas do Sul,Almada Centro,-,1,10 € for two people (approx.),Cash only,10
O Vinhaça,Alfama,3.6,9,25 € for two people (approx.),Cash only,25
Nomura Sushi,Oeiras e São Julião da Barra,3.9,120,30 € for two people (approx.),Cash and Cards accepted,30
Café Jardim,Cacém,-,1,6 € for two people (approx.),Cash only,6
A Praça,Alcântara,4.2,"1,049",45 € for two people (approx.),Cash and Cards accepted,45
BLEND Bairro Alto,Bairro Alto,3.7,33,40 € for two people (approx.),Cash and Cards accepted,40
"Doces, Salgados E Companhia",Alcochete Centro,-,0,8 € for two people (approx.),Cash only,8
Savi Catering,Porto Salvo,3.5,5,30 € for two people (approx.),Cash only,30
Bar Porta 3A,Torres Vedras Centro,-,3,15 € for two people (approx.) with alcohol,Cash only,15
Pizzaria La Milagrosa,São Sebastião,3.5,26,25 € for two people (approx.),Cash only,25
Lo Stivale,Prior Velho,3.8,161,25 € for two people (approx.),Cash and Debit Cards accepted,25
O Moinho,São Brás,3.5,14,20 € for two people (approx.),Cash and Debit Cards accepted,20
Flor do Mundo,Bairro Alto,3.7,22,20 € for two people (approx.),Cash and Debit Cards accepted,20
Solar do Vinho do Porto,Príncipe Real,2.9,20,15 € for two people (approx.) with alcohol,Cash and Cards accepted,15
Pastelaria Salvador,Ericeira,3.9,35,6 € for two people (approx.),Cash only,6
Il Tempio L'Italiano,Santa Cruz,3.8,45,10 € for two people (approx.),Cash and Debit Cards accepted,10
Canastra,Belas,3.3,5,6 € for two people (approx.),Cash and Debit Cards accepted,6
O Pavilhão,Oeiras e São Julião da Barra,-,1,18 € for two people (approx.),Debit Cards accepted,18
@dent@d@,Seixal Centro,-,3,15 € for two people (approx.),Cash only,15
Tailors,Telheiras,3.7,55,20 € for two people (approx.) with alcohol,Cash and Debit Cards accepted,20
Nomad Goods,Santos,-,2,12 € for two people (approx.),Cash and Cards accepted,12
Casa do Alberto,Alvalade,3.3,10,25 € for two people (approx.),Cash and Debit Cards accepted,25
Beira Gare,Rossio,4.1,178,30 € for two people (approx.),Cash and Cards accepted,30
Art's Tribute Kafé,Massamá,3.2,4,15 € for two people (approx.),Cash only,15
Meianau,Restelo,3.1,5,25 € for two people (approx.),Cash and Debit Cards accepted,25
Mei Mei,Mafra Centro,3.5,10,15 € for two people (approx.),Cash and Debit Cards accepted,15
Petiskinhos,Cascais Centro,3.6,8,20 € for two people (approx.),Cash and Debit Cards accepted,20
Mamma Mia,Campo de Ourique,3.7,18,4 € for two people (approx.),Cash only,4
Pastelaria Valente,Venteira,3.3,4,12 € for two people (approx.),Cash and Debit Cards accepted,12
Sushi Factory,Alcântara,4.2,"2,644",40 € for two people (approx.),Cash and Cards accepted,40
Papas & Bolos,Póvoa de Santa Iria,-,1,15 € for two people (approx.),Cash and Debit Cards accepted,15
Estrela D'Ouro,Benfica,3.0,3,6 € for two people (approx.),Cash only,6
Tapas Bar - A Baiana,Pena,2.9,6,20 € for two people (approx.),Cash only,20
Mham Mham,Mem Martins,2.9,3,20 € for two people (approx.),Cash and Debit Cards accepted,20
LucDuc,Campolide,4.1,87,8 € for two people (approx.),Cash and Debit Cards accepted,8
Restaurante Xangai,Praça de Espanha,3.8,22,20 € for two people (approx.),Cash and Debit Cards accepted,20
A Colher,São João da Talha,3.5,10,20 € for two people (approx.),Cash only,20
Café Mirasol,São Domingos de Rana,3.0,1,10 € for two people (approx.),Cash only,10
Restaurante Chapitô à Mesa,Castelo,4.2,548,55 € for two people (approx.),Cash and Cards accepted,55
Churrasqueira Nosso Sabor,Mina,-,0,12 € for two people (approx.),Cash only,12
O Tachadas,Madragoa,4.3,597,25 € for two people (approx.),Cash only,25
Santai,Carcavelos,4.1,140,22 € for two people (approx.),Cash only,22
Bar Dali,Santa Cruz,3.7,22,20 € for two people (approx.) with alcohol,Cash and Debit Cards accepted,20
O Infante,Cacém,3.1,2,6 € for two people (approx.),Cash only,6
Janu's,Costa da Caparica,3.9,29,15 € for two people (approx.) with alcohol,Cash and Debit Cards accepted,15
Margem Kool,Cacilhas,-,1,15 € for two people (approx.) with alcohol,Cash only,15
Encontro de Sabores,Pinhal Novo,-,0,12 € for two people (approx.),Cash and Debit Cards accepted,12
Mercado dos Sabores,Setubal Centro,-,2,6 € for two people (approx.),Cash and Debit Cards accepted,6
"News Café • Restaurante, Petisqueira, Cervejaria & Esplanada",Venda do Pinheiro,3.5,7,20 € for two people (approx.),Cash and Debit Cards accepted,20
Gelataria Tchipepa,Cascais Centro,4.0,79,10 € for two people (approx.),Cash and Cards accepted,10
Salsa e Canela,São Marcos,-,0,6 € for two people (approx.),Cash only,6
Talismã da Sorte,Alfragide,3.7,14,12 € for two people (approx.),Cash only,12
Pastelaria Bela Marta,Damaia,-,1,8 € for two people (approx.),Cash only,8
Marisqueira Furnas,Ericeira,4.0,272,50 € for two people (approx.),Cash and Cards accepted,50
Sala da Folha,Colares,3.0,2,12 € for two people (approx.),Cash only,12
Taberna do Calhau,Mouraria,4.1,56,40 € for two people (approx.),Cash and Debit Cards accepted,40
Cozinha do Campo,Carcavelos,3.5,16,15 € for two people (approx.),Cash and Debit Cards accepted,15
O Cantinho do Ti-Tonho,Alcochete Centro,3.6,13,25 € for two people (approx.),Cash and Cards accepted,25
Bella Mina,Reboleira,-,1,6 € for two people (approx.),Cash only,6
Pop Sandwich,Cascais Centro,3.6,9,7 € for two people (approx.),Cash only,7
A Tribuna,Loures Centro,-,0,16 € for two people (approx.),Cash and Cards accepted,16
Aromas Pastelaria,Barreiro Centro,-,1,6 € for two people (approx.),Cash only,6
O Chico,São João da Talha,-,2,8 € for two people (approx.),Cash only,8
Santiago,Odivelas Centro,3.7,19,20 € for two people (approx.),Cash and Cards accepted,20
Painel da Baixa,Rossio,3.4,6,22 € for two people (approx.),Cash only,22
Pasta Non Basta,Alvalade,4.4,897,35 € for two people (approx.),Cash and Cards accepted,35
A Gália - Hamburgueria Pregaria &...,Queluz,4.5,813,20 € for two people (approx.),Cash and Debit Cards accepted,20
O Regional de Sintra,Sintra Centro,3.9,39,35 € for two people (approx.),Cash and Cards accepted,35
Café Quito,Alcântara,-,2,6 € for two people (approx.),Cash only,6
50 Maravilhas,Alcântara,4.0,52,40 € for two people (approx.),Cash and Cards accepted,40
Mimi,Reboleira,-,3,6 € for two people (approx.),Cash only,6
O Mercado,Olivais,3.3,7,15 € for two people (approx.),Cash and Cards accepted,15
Pantera,Belas,3.0,3,10 € for two people (approx.),Cash only,10
Doces da Titi,Alcochete Centro,3.4,7,10 € for two people (approx.),Cash only,10
Alemar,Alverca do Ribatejo,-,0,25 € for two people (approx.),Cash and Debit Cards accepted,25
Grog Pub Sandwich Bar,Alvalade,3.7,109,15 € for two people (approx.) with alcohol,Cash and Debit Cards accepted,15
Copacabana Park,Loures Centro,2.9,114,20 € for two people (approx.),Cash and Debit Cards accepted,20
Open Sports Bar,Montijo Centro,-,1,15 € for two people (approx.) with alcohol,Cash only,15
Costa Vicentina,Baixa,3.0,9,30 € for two people (approx.),Cash and Cards accepted,30
Cafetaria Infusão,Lumiar,3.7,38,8 € for two people (approx.),Cash and Debit Cards accepted,8
Delícia Do Cacém,Cacém,-,3,6 € for two people (approx.),Cash only,6
O Coqueiro,Telheiras,3.5,6,5 € for two people (approx.),Cash and Debit Cards accepted,5
A Águia de Algés,Algés,3.8,42,25 € for two people (approx.),Cash and Debit Cards accepted,25
A Preta,Corroios,-,3,25 € for two people (approx.),Cash only,25
Cafe.com,Sesimbra Centro,3.0,4,20 € for two people (approx.),Cash and Debit Cards accepted,20
Petiscaria 5 Elementos,Carnide,4.2,347,30 € for two people (approx.),Cash and Cards accepted,30
Bem Haja Lisboa,Príncipe Real,3.7,34,40 € for two people (approx.),Cash and Cards accepted,40
Taberna 22,Torres Vedras Centro,4.2,268,35 € for two people (approx.),Cash and Credit Cards accepted,35
Restaurante Manuel da Barca,Tires,3.7,16,18 € for two people (approx.),Cash and Debit Cards accepted,18
Cafetaria do Lagoas Health Club,Porto Salvo,3.6,30,25 € for two people (approx.),Cash and Debit Cards accepted,25
Salpica,Parede,3.7,17,20 € for two people (approx.),Cash and Cards accepted,20
Café do Átrio,Carnaxide,-,3,15 € for two people (approx.),Cash only,15
Bel.Ponto Sushi Bar Restaurant,Cascais Centro,3.7,15,35 € for two people (approx.),Cash and Cards accepted,35
Alternativa,Alcochete Centro,3.6,17,30 € for two people (approx.),Cash only,30
Nham Nham,Torres Vedras Centro,-,0,8 € for two people (approx.),Cash and Debit Cards accepted,8
Pôr Do Sol,Tires,3.2,0,10 € for two people (approx.),Cash only,10
Açaí Concept,Brandoa,3.3,5,13 € for two people (approx.),Cash only,13
M M,Mem Martins,3.3,1,6 € for two people (approx.),Cash only,6
Belinha,Queluz,3.1,1,20 € for two people (approx.),Cash only,20
