name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Gutsy,Carcavelos,4.1,"1,369",18 € for two people (approx.),18,Cash and Cards accepted,type1,Casual Dining
Taberna Saloia,Loures Centro,3.9,44,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Adega Machado,Bairro Alto,4.1,83,100 € for two people (approx.),100,Cash and Cards accepted,type1,Fine Dining
Pizza na Praia,Aldeia do Meco,3.8,24,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Caso Sério,Sé,4.1,130,20 € for two people (approx.),20,Cash and Cards accepted,type1,Quick Bites
Tasca do Salvador,Alverca do Ribatejo,3.3,4,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Pança Xeia ,Cacém,-,0,12 € for two people (approx.),12,Cash only,type1,Casual Dining
Padaria Tio Armando,Prior Velho,3.6,16,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Borges,Tires,3.6,13,10 € for two people (approx.),10,Cash only,type1,Pastry Shop
Doces da Vila,Alcochete Centro,3.3,4,12 € for two people (approx.),12,Cash only,type1,Pastry Shop
Sagitário,Belém,2.9,8,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Fantasia Caseira,Lumiar,3.4,9,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Jardim da Igreja,Venteira,3.0,5,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Lisbon Café - Shisha Bar,Campo de Ourique,3.5,19,20 € for two people (approx.),20,Cash and Cards accepted,type1,Quick Bites
O Agricultor,Paio Pires,-,0,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Mensagem - Restaurante e Bar Panorâmico,Chiado,4.2,109,60 € for two people (approx.),60,Cards only,type1,Casual Dining
Paparoka,Alcântara,3.7,16,13 € for two people (approx.),13,Cash only,type1,Casual Dining
Dogs,Alcântara,4.0,108,25 € for two people (approx.),25,Cash and Cards accepted,type1,Quick Bites
Bar - TRYP Lisboa Oriente Hotel,Parque das Nações,-,2,30 € for two people (approx.),30,Cash and Cards accepted,type1,Quick Bites
O Fogão,Praça de Espanha,3.2,2,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Castro Restaurante,Bairro Alto,3.6,26,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Snack-Bar Enigma,São Brás,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Lobafo,Saldanha,3.6,17,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
PAC BAR,Caxias,-,2,14 € for two people (approx.) with alcohol,14,Cash only,type1,Bar
Enoteca de Belém,Belém,4.0,60,70 € for two people (approx.),70,Cash and Cards accepted,type1,Fine Dining
Sarrazola House,Colares,3.2,7,50 € for two people (approx.),50,Cash and Cards accepted,type1,Casual Dining
Pastelaria Estrela Rosa,Venteira,-,3,15 € for two people (approx.),15,Cash only,type1,Pastry Shop
Café Glamour,Campo Pequeno,3.2,1,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Preguinho da Achada,Mafra Centro,3.5,11,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
A Tasquinha,Barcarena,-,1,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
Bom Gosto,Mina,3.6,25,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,
Ponto de Encontro,Setubal Centro,-,0,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Natural Break,Olivais,-,0,12 € for two people (approx.),12,Cash and Cards accepted,type1,Quick Bites
Sabor do Bacalhau,Bairro Alto,3.5,9,30 € for two people (approx.),30,Cash only,type1,Casual Dining
Mineirinha da Vila,Moita Centro,-,1,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Xurrex,Sesimbra Centro,-,3,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Kaffee com Letras,Carcavelos,3.4,7,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Sukhothai,Bairro Alto,4.1,133,50 € for two people (approx.),50,Cash and Cards accepted,type1,Casual Dining
Croissanteria Doce Verão,Rio de Mouro,3.1,3,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
O Pátio do Tony,Prior Velho,3.6,12,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Padeirinha dos Pedernais,Ramada,3.4,5,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
O Cantinho da Sofia,São Domingos de Benfica,-,2,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Grab&Fly,Olivais,-,0,12 € for two people (approx.),12,Cash only,type1,Quick Bites
Restaurante - Hotel ibis Lisboa Sintra,Abrunheira,-,1,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Solar das Tílias,Charneca de Caparica,3.7,58,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Primavera,Mem Martins,3.2,0,5 € for two people (approx.),5,Cash only,type1,Bakery
Pizpireto - Alvalade,Alvalade,4.1,55,6 € for two people (approx.),6,Cash and Cards accepted,type1,Ice-cream Shop
Kaffa Coffee Zone,Telheiras,3.7,163,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Quick Bites
Vila Café,Mafra Centro,3.2,4,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Snack Bar
A Minhota da Prata,Baixa,3.1,8,25 € for two people (approx.),25,Cash only,type1,Snack Bar
Nuno Azevedo,Avenida da Liberdade,2.9,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
A Comidinha,Queluz,-,0,10 € for two people (approx.),10,Cash only,type1,Café
Café Girassol,Alcabideche,-,0,16 € for two people (approx.),16,Cash only,type1,Snack Bar
Arte dos Petiscos,Parede,3.6,21,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Café Tofa,Linda-a-Velha,-,2,8 € for two people (approx.),8,Cash only,type1,Kiosk
Beco,Amora,3.2,4,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Café Arouquense,Odivelas Centro,-,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Padaria Emporio,Parque das Nações,3.5,8,6 € for two people (approx.),6,Cash only,type1,Bakery
Maria Limão,Graça,4.3,264,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Quick Bites
O Bolo da Marta,Chiado,4.0,37,10 € for two people (approx.),10,Cash and Cards accepted,type1,Dessert Parlor
Churrasqueira Portuguesa,Reboleira,-,0,13 € for two people (approx.),13,Cash and Debit Cards accepted,type1,Casual Dining
Bar Rio Tejo - Olissippo Lapa Palace,Lapa-Estrela,-,2,60 € for two people (approx.) with alcohol,60,Cash and Cards accepted,type1,Lounge
Pérolas do Paiva,São João da Talha,-,1,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Sente,Odivelas Centro,3.9,397,15 € for two people (approx.) with alcohol,15,Cash and Debit Cards accepted,type1,Lounge
Casinha da Mónica,Queluz,3.4,8,18 € for two people (approx.),18,Cash only,type1,Casual Dining
A Tasca da Cova Funda,Mina,3.1,4,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Ceifeira Real II,Parque das Nações,3.6,20,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Guinzé - Burger & Pizza,Cascais Centro,-,3,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Creme & Aroma,Alcabideche,3.5,10,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Lua de Mel,Benfica,3.0,28,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Pastry Shop
Café com Natas,Estoril,2.9,3,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Restaurante Primavera,Mafra Centro,-,2,20 € for two people (approx.),20,Cash only,type1,Snack Bar
Pastelaria Viana,Massamá,3.6,19,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Catedral do Prego,Sintra Centro,3.6,11,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Lisboa 33,Chiado,3.7,46,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Veggie Wave,Alcântara,-,0,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Kiosk
A Aldeia II,Caparica,-,2,15 € for two people (approx.),15,Cash and Cards accepted,type1,Pastry Shop
Dominó,Ramada,3.4,9,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
MEATS Burguer & Steak House,Alcabideche,4.2,407,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Brilhante,Alvalade,3.5,6,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Matateu,Restelo,4.2,"1,178",30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Mourisca Bar,Sintra Centro,3.9,72,12 € for two people (approx.) with alcohol,12,Cash and Debit Cards accepted,type1,Bar
Tágide,Chiado,4.2,235,65 € for two people (approx.),65,Cash and Cards accepted,type1,Fine Dining
Restaurante da Calçada,Rossio,3.5,9,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
O Alcorraz,Loures Centro,3.9,84,40 € for two people (approx.),40,Cash and Debit Cards accepted,type1,Casual Dining
Metro 75,Mouraria,-,3,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Kasavelha,Damaia,-,2,12 € for two people (approx.),12,Cash only,type1,Snack Bar
Manjar da Serra,Pontinha,3.0,1,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Snack Bar
Papa Formigas,São Domingos de Benfica,2.7,16,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Meia Dose,Pontinha,3.0,1,16 € for two people (approx.),16,Cash only,type1,Casual Dining
Apeadeiro do Rego,Entrecampos,4.0,42,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Cataplana Lx,Baixa,-,0,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Restaurante Santos,Anjos,-,2,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Popular do Capelo,Chiado,3.6,19,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Olivalense,Olivais,3.0,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Galaxy kebab and pizza house,Brandoa,-,1,16 € for two people (approx.),16,Cash only,type1,Quick Bites
Nosso Sonho,Sacavém,3.3,4,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Pastelaria Ideal de Moscavide,Moscavide,3.0,4,10 € for two people (approx.),10,Cash only,type1,Pastry Shop
A Grelha,Corroios,-,2,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Churrasqueira Frango na Brasa,Campo de Ourique,3.8,19,12 € for two people (approx.),12,Cash only,type1,
Pastelaria Liberdade,Avenida da Liberdade,3.3,4,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Pastry Shop
Arigato - Campo Pequeno,Campo Pequeno,4.1,"1,854",40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Koncafé,Algés,-,1,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Snack Bar
Miss Can Petiscaria,Castelo,3.6,11,15 € for two people (approx.),15,Cash only,type1,Quick Bites
Retiro Da Avenida,Queluz,-,1,8 € for two people (approx.),8,Cash only,type1,Café
Muchacho,Barcarena,3.9,147,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
City Pizza e Restaurante Indiano,Rio de Mouro,-,2,12 € for two people (approx.),12,Cash and Cards accepted,type1,Casual Dining
Portas Estreitas,Bairro Alto,3.1,2,10 € for two people (approx.) with alcohol,10,Cash only,type1,Bar
Senhor Peixe,Parque das Nações,3.9,160,50 € for two people (approx.),50,Cash and Cards accepted,type1,Casual Dining
Palácio do Kebab,Cais do Sodré,4.0,163,12 € for two people (approx.),12,Cash and Debit Cards accepted,type1,Quick Bites
Tagus café,Porto Salvo,2.8,13,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Belmar,Lumiar,3.1,2,6 € for two people (approx.),6,Cash only,type1,Snack Bar
O Flaviense,Santo Antão do Tojal,3.6,13,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Delfim Cafetaria,São Domingos de Benfica,3.3,3,8 € for two people (approx.),8,Cash only,type1,Snack Bar
O Convívio,Mafra Centro,-,0,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Tiba's Bar,Telheiras,-,0,18 € for two people (approx.) with alcohol,18,Cash only,type1,Cocktail Bar
O Familiar,Pontinha,-,0,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Baía dos Golfinhos,Caxias,2.8,289,35 € for two people (approx.),35,Cash and Cards accepted,type1,Casual Dining
Doca Seis,Alcântara,4.0,157,50 € for two people (approx.),50,Cash and Cards accepted,type1,Casual Dining
Cerrado da Loba,Fernão Ferro,2.8,118,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Malhada,Benfica,3.7,26,18 € for two people (approx.),18,Cash and Cards accepted,type1,Casual Dining
Let´s Rock Café,Bica,3.5,5,10 € for two people (approx.) with alcohol,10,Cash only,type1,Bar
Pastelaria Central,Olivais,3.4,9,6 € for two people (approx.),6,Cash and Cards accepted,type1,Pastry Shop
Tinita,Almada Centro,-,2,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Padeirinha da Quinta,Prior Velho,3.7,18,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
India Gate,Sé,4.2,99,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Faca & Garfo,Paio Pires,3.4,11,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Casual Dining
Adega do Atum,Sé,3.3,23,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Baretto,São Bento,3.8,27,12 € for two people (approx.),12,Debit Cards accepted,type1,Café
Ricardu's Café,Sintra Centro,-,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
O Tacho - Restaurante,Pontinha,3.7,33,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Cana Verde,Alfama,2.8,9,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Aldeia Bar,Aldeia do Meco,-,2,15 € for two people (approx.) with alcohol,15,Cash only,type1,Bar
Tenco Coffee Shop,Brandoa,-,2,8 € for two people (approx.),8,Cash only,type1,Snack Bar
A Tasca do Manel,Sintra Centro,3.5,9,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Os Monçanenses,Casal de Cambra,3.7,29,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Os Bordallos,Cascais Centro,3.8,35,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
BR3,Queluz,-,0,12 € for two people (approx.),12,Cash and Cards accepted,type1,Casual Dining
Chá de Cores,São Domingos de Benfica,3.4,5,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Tea Room
Cuffe Du Monte,Estoril,3.4,6,10 € for two people (approx.),10,Cash only,type1,Café
Braço Dado,Pena,3.1,5,15 € for two people (approx.),15,Cash only,type1,Snack Bar
O Degrau,Sacavém,3.7,12,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Heart Beats Lisboa,Campo Grande,3.3,8,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Kiosk
Café Lote 5,Benfica,3.4,8,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Snack Bar
Casa Galega,Paço de Arcos,4.3,143,50 € for two people (approx.),50,Cash and Cards accepted,type1,Fine Dining
Fu,Carcavelos,3.5,18,24 € for two people (approx.),24,Cash and Debit Cards accepted,type1,Casual Dining
Zé do Prego,Rio de Mouro,3.8,38,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Quiosque do Bairro - Arco do Cego,Saldanha,3.0,64,15 € for two people (approx.),15,Cash only,type1,Kiosk
APF Lisboa - Restaurant,Lapa-Estrela,4.1,33,20 € for two people (approx.),20,Cash and Credit Cards accepted,type1,Café
Café Chitas,Colares,2.9,3,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Cristal do Chef,Corroios,3.5,6,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Churrasqueira Boina Verde,Rio de Mouro,3.5,43,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Café Mini Mercado Carnide,Carnide,3.0,2,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Os Cabacinhas,Rato,3.5,19,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Muralha de São Jorge,Castelo,2.9,1,10 € for two people (approx.),10,Cash and Cards accepted,type1,Snack Bar
Mina,Campo de Ourique,3.1,2,8 € for two people (approx.),8,Cash only,type1,Snack Bar
Serápius Café,Penha de França,-,0,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Taberna Minhota,Reboleira,3.5,8,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Charcutaria Gourmet,Benfica,3.3,6,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Quick Bites
Docel,Saldanha,4.1,118,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Ma Che Pizza,Carcavelos,3.9,294,25 € for two people (approx.),25,Cash only,type1,Casual Dining
Resves Cafetaria,Campo de Ourique,-,0,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Solidó,Chiado,4.0,55,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Carioca Cafés,Cacém,3.2,1,6 € for two people (approx.),6,Cash only,type1,Snack Bar
